compound-id	smiles
baa-1elg	C[C@@H](C(=O)N)NC(=O)[C@H](C)NC(=O)OC(C)(C)C
baf-1elf	C[C@@H](C(=O)N[C@@H](C)NC=O)NC(=O)OC(C)(C)C
bap-1bps	c1cc2ccc3cc4c(c5c3c2c(c1)cc5)C[C@H]([C@H]([C@@H]4O)O)O
bas-1jq7	CC[C@H](c1ccccc1)NC=O
bb1-1g27	CCCC[C@H](CN(C=O)O)C(=O)N[C@H](C(=O)N(C)C)C(C)(C)C
bb2-1g2a	CCCCC[C@H](CC(=O)NO)C(=O)N[C@@H](C(C)C)C(=O)N1CCC[C@H]1CO
bb2-1ix1	CCCCC[C@H](CC(=O)NO)C(=O)N[C@@H](C(C)C)C(=O)N1CCC[C@H]1CO
bb2-1lqy	CCCCC[C@H](CC(=O)NO)C(=O)N[C@@H](C(C)C)C(=O)N1CCC[C@H]1CO
bb2-1lru	CCCCC[C@H](CC(=O)NO)C(=O)N[C@@H](C(C)C)C(=O)N1CCC[C@H]1CO
bb2-1lry	CCCCC[C@H](CC(=O)NO)C(=O)N[C@@H](C(C)C)C(=O)N1CCC[C@H]1CO
bb2-1q1y	CCCCC[C@H](CC(=O)NO)C(=O)N[C@@H](C(C)C)C(=O)N1CCC[C@H]1CO
bb3-1t48	CCc1c(c2ccc(cc2o1)S(=O)(=O)N(C)C)C(=O)c3cc(c(c(c3)Br)O)Br
bbh-1d8m	[CH3:10][O:9][c:4]1[cH:3][cH:2][c:1]([cH:7][cH:5]1)[S:16](=[O:17])(=[O:48])[N@:18]2[CH2:38][N:23]([C:21](=[O:22])[CH2:20][C@@H:19]2[C:44](=[O:47])[NH:45][OH:46])[CH2:24][c:27]3[cH:28][cH:30][cH:32][cH:34][cH:36]3
bcz-1l7f	[H]\N=C(\N)/N[C@@H]1C[C@@H]([C@H]([C@H]1[C@H](C(CC)CC)NC(=O)C)O)C(=O)O
bcz-1l7g	CC[C@@H](C=C)[C@@H]([C@H]1[C@@H](C[C@@H]([C@H]1O)C(=O)O)NC(=N)N)NC(=O)C
bdm-1dis	COc1cc(cc(c1Br)OCCC[C@@H](CCC(=O)O)C(=O)O)Cc2cnc(nc2N)N
bds-1jjt	c1cc2c(cc1C[C@@H]([C@H](Cc3ccc4c(c3)OCO4)C(=O)O)C(=O)O)OCO2
beg-1d4i	c1ccc(cc1)CO[C@H](C[C@H]([C@H](C(=O)N[C@H]2c3ccccc3C[C@H]2O)OCc4ccccc4)O)C(=O)N[C@H]5c6ccccc6C[C@H]5O
beh-1d4h	c1ccc(cc1)CNC(=O)[C@@H]([C@@H]([C@H]([C@H](C(=O)N[C@H]2c3ccccc3C[C@H]2O)OCc4ccccc4)O)O)OCc5ccccc5
bei-1ebw	CC[C@H](C)[C@@H](C(=O)NC)NC(=O)[C@@H]([C@@H]([C@H]([C@H](C(=O)N[C@@H]([C@@H](C)CC)C(=O)NC)OCc1ccccc1)O)O)OCc2ccccc2
bej-1ec2	CC(C)[C@@H](C(=O)NC)NC(=O)[C@@H]([C@@H]([C@H]([C@H](C(=O)N[C@@H](C(C)C)C(=O)NC)OCc1ccc(cc1)c2cccnc2)O)O)OCc3ccc(cc3)c4cccnc4
bez-1djr	c1cc(cc(c1)O[C@@H]2[C@@H]([C@H]([C@H]([C@H](O2)CO)O)O)O)C(=O)O
bgd-1lqf	c1ccc(cc1)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc2ccc(cc2)C(F)(F)P(=O)(O)O)C(=O)N[C@@H](Cc3ccc(cc3)C(F)(F)P(=O)(O)O)C(=O)N
bi1-1uu8	CN(C)CCCn1cc(c2c1cccc2)C3=C(C(=O)NC3=O)c4c[nH]c5c4cccc5
bi2-1uu7	C[N@@]1CCC[C@@H]1CCn2cc(c3c2cccc3)C4=C(C(=O)NC4=O)c5c[nH]c6c5cccc6
bi3-1uu9	c1ccc2c(c1)c(c[nH]2)C3=C(C(=O)NC3=O)c4cn(c5c4cccc5)CCCN
bi8-1uvr	Cn1cc(c2c1cccc2)C3=C(C(=O)NC3=O)c4cn(c5c4cccc5)CCCN
bin-1c8l	[CH3:11][CH2:10][N:9]1[C:4](=[C:3]([C@H:2]([C:16](=[C:15]1[C:21](=[O:22])[OH:23])[C:17](=[O:18])[OH:19])[c:1]2[cH:39][cH:40][cH:41][cH:42][c:43]2[Cl:44])[C:25](=[O:26])[O:27][CH:28]([CH3:29])[CH3:33])[CH3:5]
bin-2amv	CCN1C(=C([C@H](C(=C1C(=O)O)C(=O)O)c2ccccc2Cl)C(=O)OC(C)C)C
bin-3amv	CCN1C(=C([C@H](C(=C1C(=O)O)C(=O)O)c2ccccc2Cl)C(=O)OC(C)C)C
bis-16pk	c1nc(c2c(n1)n(cn2)[C@H]3[C@@H]([C@@H]([C@H](O3)CO[P@](=O)(O)O[P@](=O)(C(CCCC(F)(F)P(=O)(O)O)(F)F)O)O)O)N
bli-1jwt	[H]\N=C(\NO)/N1CCC(CC1)CNC(=O)[C@@H]2CC[C@@H]3N2C(=O)C[N@](C3)S(=O)(=O)Cc4ccccc4
bm1-1c0t	Cc1cccc(c1)[C@@]23c4ccccc4C(=O)N2CCS3
bm5-1c0u	COC(=O)[C@@H]1CS[C@]2(N1C(=O)c3c2cccc3)c4ccccc4
bm9-1bmn	c1ccc2cc(ccc2c1)S(=O)(=O)N[C@@H](CO)C(=O)N3CCC[C@H]3CNC(=O)[C@H]4CCCN(C4)C(=N)N
bmm-1s9j	[cH:231]1[cH:231][c:231]([c:231]([cH:232][c:231]1[I:232])[F:231])[NH:231][c:231]2[c:230]([cH:230][c:230]([c:230]([c:231]2[F:231])[F:230])[Br:230])[C:229](=[O:229])[NH:229][O:229][CH2:229][C@H:230]([CH2:230][OH:230])[OH:230]
bmz-1ghw	[H]\N=C(/c1ccc2c(c1)[nH]c(n2)c3ccccc3O)\N
bmz-1gi8	[H]\N=C(/c1ccc2c(c1)[nH]c(n2)c3ccccc3O)\N
bpd-1dvy	c1cc(cc(c1)N2c3cccc(c3Oc4c2cccc4C(=O)O)C(=O)O)C(F)(F)F
bpg-1qhi	c1ccc(cc1)Nc2[nH]c3c(c(=O)n2)ncn3CCCCO
bpp-1d4p	[H]\N=C(/c1ccc2c(c1)cc([nH]2)C(=O)N3CCC(CC3)Cc4ccccc4)\N
bre-1d3g	Cc1c(c2cc(ccc2nc1c3ccc(cc3)c4ccccc4)F)C(=O)O
brz-1k3t	CC(C)(C=C)c1cc2cc3c(cc2oc1=O)O[C@@H](C3)C(C)(C)O
bsi-1bzs	c1ccc(cc1)c2ccc(cc2)S(=O)(=O)[N@@]3Cc4ccccc4C[C@@H]3C(=O)O
bt3-1d3p	c1cc(ccc1Cc2c3ccc(cc3sc2c4ccc(nc4)OCCN5CCCC5)O)OCCN6CCCC6
bwp-1h08	CN(C)C[C@@H](COc1ccc(cc1)Nc2ncc(c(n2)Nc3ccccc3)Br)O
byp-1h08	CN(C)C[C@H](COc1ccc(cc1)Nc2ncc(c(n2)Nc3ccccc3)Br)O
bys-1jje	c1ccc(cc1)C[C@@H]([C@H](Cc2ccc3c(c2)OCO3)C(=O)O)C(=O)O
bza-1dl4	[cH:367]1[cH:366][cH:365][c:368]2[cH:363][c:364]3[c:370]([cH:362][cH:360][c:359]4[c:361]3[CH2:352][C@H:353]([C@@H:355]([C@@H:357]4[OH:358])[OH:356])[OH:354])[cH:372][c:369]2[cH:371]1
bzt-1d3d	c1cc(ccc1c2c(c3ccc(cc3s2)O)Cc4ccc(c(c4)Br)CN5CCCC5)OCCN6CCCC6
c02-1ktt	[CH3:43][n+:15]1[c:16]2[cH:17][cH:19][c:21]([cH:22][c:24]2[nH:25][c:14]1[CH2:11][c:6]3[cH:5][cH:4][c:3]([cH:9][cH:7]3)[C:2](=[NH:49])[NH2:1])[NH:27][S:28](=[O:40])(=[O:41])[c:29]4[cH:30][cH:31][cH:32][cH:33][cH:35]4
c24-1kts	[H]\N=C(\c1ccc(cc1)NCc2nc3cc(ccc3n2C)C(=O)N(CCC(=O)OCC)c4ccccn4)/N
c2p-1jvu	c1cn(c(=O)nc1N)[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)OP(=O)(O)O
c3x-1ref	C1[C@H]([C@@H]([C@H]([C@@H](O1)OCC2=CO2)O)O)O
c5x-1red	C1[C@H]([C@@H]([C@H]([C@@H](O1)OCCCC2=CO2)O)O)O
cab-1djo	C(C[C@@H](C(=O)O)N)C=O
can-2can	C(CON)[C@@H](C(=O)O)N
cay-1gti	C([C@@H](C=O)N)SCC(=O)O
cbb-1lpk	[H]\N=C(/c1cccc(c1)Cn2c3ccccc3cc2C(=O)OCc4cccc(c4)\C(=N/[H])\N)\N
cbl-21gs	c1cc(ccc1CCCC(=O)O)N(CCCl)CCCl
cbn-1kzn	Cc1ccc([nH]1)C(=O)O[C@H]2[C@H]([C@@H](OC([C@@H]2OC)(C)C)Oc3ccc4c(c(c(=O)oc4c3Cl)NC(=O)c5ccc(c(c5)CC=C(C)C)O)O)O
cc1-1fbz	CC(=O)N[C@@H](Cc1ccc(c(c1)P(=O)(O)O)P(=O)(O)O)C(=O)N[C@H]2CCCCc3c2cc(c(c3)OCC4CCCCC4)C(=O)N
ccr-1k1n	Cc1cc(c(c(c1S(=O)(=O)N[C@@H](CC(=O)O)C(=O)N[C@H](Cc2ccc(cc2)C(=N)N)C(=O)N3CCCCC3)C)C)OC
cdm-1ini	C[C@](CO)([C@@H](CO[P@@](=O)(O)O[P@](=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)n2ccc(nc2=O)N)O)O)O)O
ceo-1kvm	[CH2:6]=[C:5]1[CH2:2][S:1][C@@H:16]([N:15]=[C:10]1[C:11](=[O:12])[OH:13])[C@@H:18]([CH:35]=[O:37])[NH:19][C:21](=[O:33])[CH2:22][c:23]2[cH:24][cH:26][cH:28][s:29]2
cff-1l7x	Cn1cnc2c1c(=O)n(c(=O)n2C)C
chb-3pch	c1cc(c(cc1C(=O)O)Cl)O
chd-1ee2	C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1([C@H](C[C@H]3[C@H]2[C@@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)O)C
ci2-1xv9	CC(=O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC[C@H]4[C@@]3(CCC(=O)C4)C)C
cid-1xvp	c1cc(ccc1c2c(n3ccsc3n2)\C=N\OCc4ccc(c(c4)Cl)Cl)Cl
ck1-1pxi	c1cnc(nc1c2cc(sc2Cl)Cl)N
ck2-1pxj	Cc1c(sc(n1)C)c2ccnc(n2)N
ck3-1pxk	Cc1c(sc(n1)C)c2ccnc(n2)N\C=N/O
ck4-1pxl	Cc1c(sc(n1)C)c2ccnc(n2)Nc3ccc(cc3)C(F)(F)F
ck4-1pxm	Cc1c(sc(n1)C)c2ccnc(n2)Nc3cccc(c3)O
ck6-1pxn	Cc1c(sc(n1)N=C)c2ccnc(n2)Nc3ccc(cc3)O
ck8-1pxp	Cc1c(sc(n1)C)c2ccnc(n2)Nc3ccc(cc3)N(C)C
clk-1grq	c1cc(ccc1[C@H]([C@@H](CO)NC(=O)C(Cl)Cl)O)N
cme-1hw3	C(CSSC[C@@H](C=O)N)O
cmg-1e1v	c1[nH]c2c(n1)nc(nc2OCC3CCCCC3)N
cmg-1h1p	c1[nH]c2c(n1)c(nc(n2)N)OCC3CCCCC3
cmi-1lqd	[H]\N=C(\c1cccc(c1)Cn2c3cccc(c3cc2C(=O)NCc4cc(cc(c4)C)C)C)/N
cmk-1gqc	c1cn(c(=O)nc1N)[C@H]2[C@@H]([C@@H]([C@H](O2)CO[P@](=O)(O)O[C@]3(C[C@H]([C@H]([C@H](O3)[C@@H](CO)O)O)O)C(=O)O)O)O
cmm-1m49	COC(=O)[C@H](Cc1ccc(cc1)C#Cc2cccc3c2[nH]cc3C(=O)C(=O)O)NC(=O)C[C@H]4CCCN(C4)C(=N)N
cms-1chm	CN(CC(=O)O)C(=O)N
cog-1ly3	CN(Cc1cc(ccc1OC)OC)c2ccc3c(c2)c(nc(n3)N)N
col-1gfy	C1CSCc2c1c(c(s2)NC(=O)C(=O)O)C(=O)O
coq-1ly4	[CH3:35][N@@H+:12]([CH2:13][c:14]1[cH:20][c:19]([cH:17][c:16]([cH:15]1)[O:27][CH3:28])[O:22][CH3:23])[c:9]2[cH:10][c:4]3[c:3]([n:2][c:1]([n:38][c:5]3[n:6][cH:7]2)[NH2:42])[NH2:39]
cou-1z10	c1ccc2c(c1)ccc(=O)o2
cpm-1cps	CS(C[C@@H](Cc1ccccc1)C(O)O)(N)N
csp-1a5y	C([C@@H](C=O)N)SP(=O)(O)O
ct7-1y8y	CS(=O)(=O)c1ccc(cc1)Nc2cc(nc3n2ncc3)Cl
ctc-1bj0	C[C@]1(c2c(ccc(c2C(=O)C3=C([C@]4([C@@H](C[C@@H]31)[C@@H](C(=C(C4=O)C(=O)N)O)N(C)C)O)O)O)Cl)O
ctc-1bjy	C[C@]1(c2c(ccc(c2C(=O)C3=C([C@]4([C@@H](C[C@@H]31)[C@@H](C(=C(C4=O)C(=O)N)O)N(C)C)O)O)O)Cl)O
ctc-1du7	C[C@]1(c2c(ccc(c2C(=O)C3=C([C@]4([C@@H](C[C@@H]31)[C@H](C(=C(C4=O)C(=O)N)O)N(C)C)O)O)O)Cl)O
ctc-2tct	C[C@]1(c2c(ccc(c2C(=O)C3=C([C@]4([C@@H](C[C@@H]31)[C@@H](C(=C(C4=O)C(=O)N)O)N(C)C)O)O)O)Cl)O
cts-1eqc	C1C[N@]2C[C@@H]([C@H]([C@@H]([C@H]2[C@H]1O)O)O)O
ctt-2bvw	[CH2:50]([C@@H:48]1[C@H:53]([C@@H:54]([C@H:55]([C@@H:46]([O:47]1)[O:45][C@@H:44]2[C@H:66]([O:68][C@H:36]([C@@H:38]([C@H:40]2[OH:41])[OH:75])[O:35][C@@H:26]3[C@H:19]([O:18][C@H:16]([C@@H:30]([C@H:27]3[OH:28])[OH:31])[O:15][C@@H:6]4[C@H:7]([O:14][C:1]([C@@H:2]([C@H:5]4[OH:80])[OH:3])([OH:83])[OH:85])[CH2:9][OH:12])[CH2:20][OH:21])[CH2:69][OH:72])[OH:56])[OH:59])[OH:62])[OH:51]
cxp-2ay2	C1CCC(CC1)CCC(=O)O
d12-1gka	CCCCCCCCCCCC
d12-1gzp	CCCCCCCCCCCC
d13-1ian	C[S@@](=O)c1ccc(cc1)c2[nH]c(c(n2)c3cccc(c3)I)c4ccncc4
d16-1hvy	Cc1nc2ccc(cc2c(n1)O)CN(C)c3ccc(s3)C(=O)N[C@@H](CCC(=O)O)C(=O)O
dac-1mka	CCCCCCC\C=C/C(=O)SCCNC(=O)C
dan-1f8b	CC(=O)N[C@@H]1[C@H](C=C(O[C@H]1[C@@H]([C@@H](CO)O)O)C(=O)O)O
dan-2sim	CC(=O)N[C@@H]1[C@H](C=C(O[C@H]1[C@@H]([C@@H](CO)O)O)C(=O)O)O
dao-1ayn	CCCCCCCCCCCC(=O)O
dao-1e7f	CCCCCCCCCCCC(=O)O
dao-1ek4	CCCCCCCCCCCC(=O)O
dao-1fk1	CCCCCCCCCCCC(=O)O
dao-1fpn	CCCCCCCCCCCC(=O)O
dao-1gff	CCCCCCCCCCCC(=O)O
dao-1hzp	CCCCCCCCCCCC(=O)O
dao-1qfg	CCCCCCCCCCCC(=O)O
dap-432d	[H]\N=C(/c1ccc2cc([nH]c2c1)c3ccc(cc3)C(=N)N)\N
dbd-1l8g	c1ccc2c(c1)C(=NS2(=O)=O)OC[C@H]3c4c(c(c(s4)NC(=O)C(=O)O)C(=O)O)CCO3
dbf-1dvu	c1cc2c3cccc(c3oc2c(c1)C(=O)O)C(=O)O
dbq-1z57	c1c[nH]c2c1\C(=C/3\C(=O)N=C(N3)N)\CCNC2=O
dcf-1a4l	c1nc2c(n1[C@H]3C[C@@H]([C@H](O3)CO)O)N=CNC[C@H]2O
dch-1uvu	CCOC(=O)CCc1ccc2ccc(cc2c1)C(N)N
ddm-1hxk	C1[C@H]([C@H]([C@@H]([C@H](N1)C=O)O)O)O
ddo-1jsl	C(CCO)C[C@H](C(=O)O)N
ddt-1jg0	CN(C)c1cccc2c1cccc2S(=O)(=O)N[C@@H](Cc3ccc(cc3)OS(=O)(=O)c4cccc5c4cccc5N(C)C)C(=O)O
der-1lk7	C([C@@H]([C@H](C(=O)O)O)O)OP(=O)(O)O
df1-2brn	C[C@H](CNc1c2c(c([nH]c2ncn1)c3ccccc3)c4ccccc4)O
df2-2bro	c1ccc(cc1)c2c3c([nH]c2c4ccccc4)ncnc3NC[C@H](CO)O
dfl-1jep	c1ccc2c(c1)C(=O)C[C@H](O2)c3ccc(cc3)O
dfw-2brh	c1ccc(cc1)c2c3c(ncnc3oc2c4ccccc4)NCC(=O)O
dfy-2brg	CN(CCO)c1c2c(c(oc2ncn1)c3ccccc3)c4ccccc4
dfz-2brm	c1ccc(cc1)c2c3c([nH]c2c4ccccc4)ncnc3NCCO
dg6-1jki	C(CO)[C@H]([C@@H](C(=O)COP(=O)(O)O)O)O
dh2-1gp5	c1cc(c(cc1[C@H]2[C@@H](C(=O)c3c(cc(cc3O2)O)O)O)O)O
dhf-1rf7	[CH3:39][CH2:37][C@@H:35]([C:44](=[O:45])[OH:46])[NH:33][C:31](=[O:32])[c:26]1[cH:24][cH:22][c:21]([cH:28][cH:27]1)[NH:19][CH2:17][C:12]2=[N:11][c:3]3[c:2]([nH:1][c:6]([n:5][c:4]3=[O:10])[NH2:7])[NH:14][CH2:13]2
dhz-1ctt	c1cnc(=O)n(c1)[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O
dia-1h83	[CH2:10]([CH2:11][CH2:13][CH2:15][CH2:18][NH2:19])[CH2:9][CH2:6][CH2:3][NH2:1]
dif-1dvx	c1ccc(c(c1)CC(=O)O)Nc2c(cccc2Cl)Cl
dii-1ez2	CC(C)OP(=O)(C)OC(C)C
diq-1h83	C[N@@]1C[C@H]2CCCC[C@H]2C[C@H]1C=O
dls-1fvm	CC(=O)NCCCC[C@@H](C=O)NC(=O)C
dm5-198d	[CH3:51][C@H:49]1[C@H:46]([C@H:41]([CH2:40][C@@H:38]([O:50]1)[O:37][C@H:27]2[CH2:24][C@@:15]([CH2:12][c:11]3[c:28]2[c:29]([c:30]4[c:9]([c:10]3[OH:61])[C:8](=[O:63])[c:7]5[cH:1][cH:2][cH:3][cH:4][c:6]5[C:31]4=[O:32])[OH:34])([C:16](=[O:17])[CH3:19])[OH:59])[NH2:43])[OH:47]
dm7-1imr	[CH3:33][C@H:21]1[C@H:22]([C@H:24]([CH2:25][C@@H:19]([O:20]1)[O:18][C@H:17]2[CH2:39][C@@:40]([CH2:48][c:51]3[c:16]2[c:15]([c:11]4[c:10]([c:52]3[OH:53])[C:9](=[O:62])[c:8]5[cH:1][cH:2][cH:4][c:6]([c:7]5[C:12]4=[O:13])[O:64][CH3:65])[OH:60])([C:41](=[O:47])[CH2:42][OH:43])[OH:55])[NH2:28])[I:23]
dmm-215d	[CH3:35][C@H:33]1[C@H:39]([C@H:40]([CH2:41][C@@H:31]([O:32]1)[O:30][C@H:28]2[CH2:27][C@@:21]([CH2:18][c:14]3[c:13]2[c:12]([c:9]4[c:8]([c:15]3[OH:16])[C:7](=[O:73])[c:6]5[cH:1][cH:2][cH:3][c:4]([c:5]5[C:10]4=[O:11])[O:74][CH3:75])[OH:71])([C:22](=[O:26])[CH2:23][OH:25])[OH:69])[N@:44]6[CH2:51][CH2:48][O:47][C@@H:46]([CH2:45]6)[O:55][CH3:56])[OH:64]
dmp-1bvg	c1ccc(cc1)C[C@@H]2[C@@H]([C@H]([C@H](N(C(=O)N2Cc3ccc(cc3)CO)Cc4ccc(cc4)CO)Cc5ccccc5)O)O
dmp-1mes	c1ccc(cc1)C[C@@H]2[C@@H]([C@H]([C@H](N(C(=O)N2Cc3ccc(cc3)CO)Cc4ccc(cc4)CO)Cc5ccccc5)O)O
dmp-1met	c1ccc(cc1)C[C@@H]2[C@@H]([C@H]([C@H](N(C(=O)N2Cc3ccc(cc3)CO)Cc4ccc(cc4)CO)Cc5ccccc5)O)O
dmp-1meu	c1ccc(cc1)C[C@@H]2[C@@H]([C@H]([C@H](N(C(=O)N2Cc3ccc(cc3)CO)Cc4ccc(cc4)CO)Cc5ccccc5)O)O
dmp-1qbs	c1ccc(cc1)C[C@@H]2[C@@H]([C@H]([C@H](N(C(=O)N2Cc3ccc(cc3)CO)Cc4ccc(cc4)CO)Cc5ccccc5)O)O
dmt-1cwb	C\C=C\CC(C)(C)[C@H]([C@@H](C=O)N=C)O
dmy-304d	Cn1cc(cc1C(=O)Nc2cc(n(c2)C)C(=O)Nc3cc(n(c3)C)C(=O)NCCC(=N)N)NC=O
dpc-1a4q	CCCN(CCc1ccccc1)C(=O)[C@H]2[C@@H]([C@H](C=C(O2)C(=O)O)N)NC(=O)C
dps-1pik	c1ccc(cc1)C2CCN(CC2)c3ccc(cc3)S(=O)(=O)N[C@@H](Cc4c[nH]c5c4cccc5)C(=O)O
dss-1d7i	CSC[S@@](=O)C
dtq-1di8	COc1cc2c(cc1OC)ncnc2Nc3cccc(c3)O
dtt-1a78	C(=S)[C@@H]([C@H](C=S)O)O
dx9-1fax	[H]\N=C(\C)/N1CC[C@@H](C1)Oc2ccc(cc2)[C@H](Cc3ccc4ccc(cc4c3)\C(=N/[H])\N)C(=O)O
dxb-1bp8	Cc1ccc2cc3c(c(c2c1O)O)C(=O)C[C@@H](C3)[C@@H](C(=O)[C@H]([C@H](C)O)O)OC
dxc-1e3v	C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1([C@H](C[C@H]3[C@H]2CC[C@H]4[C@@]3(CC[C@H](C4)O)C)O)C
dxg-1ecq	C([C@@H]([C@H](C(=O)O)O)O)[C@@H](C(=O)O)O
e4p-1fwt	C([C@H]([C@H](C=O)O)O)OP(=O)(O)O
e6c-1pe6	CC(C)CCNC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(=O)O)O
e96-1pe6	c1cc(ccc1c2[nH]c3ccc(cc3n2)c4ccc5c(c4)[nH]c(n5)c6ccc(cc6)O)O
e97-1ftd	CN(C)CCCOc1ccc(cc1)c2[nH]c3ccc(cc3n2)c4ccc5c(c4)[nH]c(n5)c6ccc(cc6)OCCCN(C)C
eaa-1gse	C[C@@H](C=C)C(=O)c1ccc(c(c1Cl)Cl)OCC(=O)O
eaa-3gss	C[C@H](C=C)C(=O)c1ccc(c(c1Cl)Cl)OCC(=O)O
efz-1fk9	c1cc2c(cc1Cl)[C@@](OC(=O)N2)(C#CC3CC3)C(F)(F)F
efz-1fko	c1cc2c(cc1Cl)[C@@](OC(=O)N2)(C#CC3CC3)C(F)(F)F
efz-1ikv	c1cc2c(cc1Cl)[C@@](OC(=O)N2)(C#CC3CC3)C(F)(F)F
efz-1ikw	c1cc2c(cc1Cl)[C@@](OC(=O)N2)(C#CC3CC3)C(F)(F)F
efz-1jkh	c1cc2c(cc1Cl)[C@@](OC(=O)N2)(C#CC3CC3)C(F)(F)F
epe-1gka	[CH2:3]1[CH2:2][N:1]([CH2:12][CH2:11][N:4]1[CH2:5][CH2:8][OH:10])[CH2:21][CH2:23][S:24](=[O:25])(=[O:26])[OH:27]
eqp-1dil	CC(=O)N[C@@H]1[C@H](C[C@H](O[C@H]1[C@@H]([C@@H](CO)O)O)P(=O)(O)O)O
eqp-1dim	CC(=O)N[C@@H]1[C@H](C[C@H](O[C@H]1[C@@H]([C@@H](CO)O)O)P(=O)(O)O)O
eqp-1inv	CC(=O)N[C@@H]1[C@H](C[C@H](O[C@H]1[C@@H]([C@@H](CO)O)O)P(=O)(O)O)O
eqp-1inx	CC(=O)N[C@@H]1[C@H](C[C@H](O[C@H]1[C@@H]([C@@H](CO)O)O)P(=O)(O)O)O
eqp-1iny	CC(=O)N[C@@H]1[C@H](C[C@H](O[C@H]1[C@@H]([C@@H](CO)O)O)P(=O)(O)O)O
est-1gwr	C[C@]12CC[C@@H]3c4ccc(cc4CC[C@H]3[C@@H]1CC[C@@H]2O)O
est-1iol	C[C@]12CC[C@@H]3c4ccc(cc4CC[C@H]3[C@@H]1CC[C@@H]2O)O
etc-1l2i	CC[C@@H]1Cc2cc(ccc2C3=C1c4ccc(cc4C[C@H]3CC)O)O
etc-1l2j	CC[C@@H]1Cc2cc(ccc2C3=C1c4ccc(cc4C[C@H]3CC)O)O
ets-1cil	CCN[C@H]1C[C@@H](S(=O)(=O)c2c1cc(s2)S(=O)(=O)N)C
f09-1k4c	CCCCCCCCC=O
f15-1xv9	CCCCCCCCCCCCCCC(=O)O
f15-1xvp	CCCCCCCCCCCCCCC(=O)O
f6b-1g53	c1cc(c(c(c1)F)CNC(=O)c2ccc(cc2)S(=O)(=O)N)F
fal-1h01	CN(C)C[C@H](COc1ccc(cc1)Nc2nccc(n2)Nc3cc(ccc3Cl)Cl)O
fap-1h00	CN(C)C[C@@H](COc1ccc(cc1)Nc2cc(ncn2)Nc3c(cccc3F)F)O
fbl-1h01	C[C@](CN(C)C)(COc1ccc(cc1)Nc2nccc(n2)Nc3cc(ccc3Cl)Cl)O
fbs-1if4	c1cc(ccc1F)S(=O)(=O)N
fbt-1if5	c1cc(c(c(c1)F)S(=O)(=O)N)F
fcp-1h00	CN(C)C[C@H](COc1ccc(cc1)Nc2cc(ncn2)Nc3c(cccc3F)F)O
fd1-1k1i	[cH:15]1[cH:17][cH:18][c:20]2[cH:21][c:8]([cH:9][cH:11][c:13]2[cH:14]1)[S:7](=[O:25])(=[O:26])[NH:5][C@@H:4]([CH2:2][c:1]3[cH:54][cH:52][cH:50][c:49]([cH:48]3)[C:56](=[NH:60])[NH2:57])[C:28](=[O:29])[N:30]4[CH2:31][CH2:32][CH2:33][CH2:35][C@@H:37]4[C:39](=[O:40])[OH:41]
fd2-1k1j	[H]\N=C(\c1cccc(c1)C[C@@H](C(=O)N2CCC(CC2)C(=O)OC)NS(=O)(=O)c3ccc4ccccc4c3)/N
fd3-1k1l	[H]\N=C(\c1cccc(c1)C[C@@H](C(=O)N2CCNCC2)NS(=O)(=O)c3ccc4ccccc4c3)/N
fdp-3fbp	C([C@@H]1[C@H]([C@@H]([C@](O1)(CO)OP(=O)(O)O)O)O)OP(=O)(O)O
fep-1kav	c1cc(ccc1CCCCc2ccc(cc2)C(F)(F)P(=O)(O)O)C(F)(F)P(=O)(O)O
fex-1osh	CN(C)c1ccc(cc1)c2ccc(cc2)CN(c3cccc(c3)C=CC(=O)OC)C(=O)C4CCCCC4
ffb-1g54	c1cc(ccc1C(=O)NCc2c(c(c(c(c2F)F)F)F)F)S(=O)(=O)N
fii-1d8d	[CH3:605][C:605](=[CH:606][CH2:606][CH2:606]\[C:606](=[CH:606]\[CH2:606][CH2:606]\[C:606](=[CH:607]\[CH2:607][O:607][NH:607][C@H:607]([CH2:607][P:607](=[O:607])([OH:607])[OH:608])[OH:607])\[CH3:606])\[CH3:606])[CH3:605]
flf-1bm7	c1ccc(c(c1)C(=O)O)Nc2cccc(c2)C(F)(F)F
flp-1dvt	C[C@@H](c1ccc(c(c1)F)c2ccccc2)C(=O)O
flp-1r9o	C[C@@H](c1ccc(c(c1)F)c2ccccc2)C(=O)O
fm1-1k9s	[CH3:31][NH:30][c:2]1[c:3]2[c:4]([c:5]([n:24][nH:25]2)[C@H:6]3[C@@H:7]([C@@H:9]([C@H:11]([O:12]3)[CH2:14][OH:16])[OH:19])[OH:21])[n:27][cH:28][n:1]1
fmd-1r78	C[C@H]([C@@H]([C@@H](C#Cc1c(ccc2c1\C(=C\c3c(cc[nH]3)OC)\C(=O)N2)F)O)N)O
